Psgc	Region	Province	Town	Barangay
31422013	REGION III (CENTRAL LUZON)	BULACAN	SAN RAFAEL	MABALAS-BALAS
31422014	REGION III (CENTRAL LUZON)	BULACAN	SAN RAFAEL	MAGUINAO
31422015	REGION III (CENTRAL LUZON)	BULACAN	SAN RAFAEL	MARONGUILLO
31422016	REGION III (CENTRAL LUZON)	BULACAN	SAN RAFAEL	PACO
31422017	REGION III (CENTRAL LUZON)	BULACAN	SAN RAFAEL	PANSUMALOC
31422018	REGION III (CENTRAL LUZON)	BULACAN	SAN RAFAEL	PANTUBIG
31422019	REGION III (CENTRAL LUZON)	BULACAN	SAN RAFAEL	PASONG BANGKAL
31422020	REGION III (CENTRAL LUZON)	BULACAN	SAN RAFAEL	PASONG CALLOS
31422021	REGION III (CENTRAL LUZON)	BULACAN	SAN RAFAEL	PASONG INTSIK
31422024	REGION III (CENTRAL LUZON)	BULACAN	SAN RAFAEL	PULO
31422025	REGION III (CENTRAL LUZON)	BULACAN	SAN RAFAEL	PULONG BAYABAS
31422026	REGION III (CENTRAL LUZON)	BULACAN	SAN RAFAEL	SALAPUNGAN
31422027	REGION III (CENTRAL LUZON)	BULACAN	SAN RAFAEL	SAMPALOC
31422028	REGION III (CENTRAL LUZON)	BULACAN	SAN RAFAEL	SAN AGUSTIN
31422030	REGION III (CENTRAL LUZON)	BULACAN	SAN RAFAEL	SAN ROQUE
31422031	REGION III (CENTRAL LUZON)	BULACAN	SAN RAFAEL	TALACSAN
31422033	REGION III (CENTRAL LUZON)	BULACAN	SAN RAFAEL	TUKOD
31422035	REGION III (CENTRAL LUZON)	BULACAN	SAN RAFAEL	SAPANG PAHALANG
31423002	REGION III (CENTRAL LUZON)	BULACAN	SANTA MARIA	BALASING
31423004	REGION III (CENTRAL LUZON)	BULACAN	SANTA MARIA	BULAC
31423006	REGION III (CENTRAL LUZON)	BULACAN	SANTA MARIA	CATMON
31423009	REGION III (CENTRAL LUZON)	BULACAN	SANTA MARIA	GUYONG
31423013	REGION III (CENTRAL LUZON)	BULACAN	SANTA MARIA	MAHABANG PARANG
31423014	REGION III (CENTRAL LUZON)	BULACAN	SANTA MARIA	MANGGAHAN
31423019	REGION III (CENTRAL LUZON)	BULACAN	SANTA MARIA	SAN JOSE PATAG
31423023	REGION III (CENTRAL LUZON)	BULACAN	SANTA MARIA	SILANGAN
31423024	REGION III (CENTRAL LUZON)	BULACAN	SANTA MARIA	TABING BAKOD
34902001	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	ANTIPOLO
34902002	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	ARIENDO
34902003	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	BANTUG
34902004	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	CALAANAN
34902005	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	COMMERCIAL (POB.)
34902006	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	CRUZ
34902007	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	DIGMALA
34902008	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	CURVA (J. TOMACRUZ)
34902009	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	KAINGIN (POB.)
34902010	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	LABI
34902011	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	LARCON
34902012	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	LUSOK
34902013	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	MACABACLAY
34902014	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	MAGTANGGOL (POB.)
34902015	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	MANTILE (POB.)
34902016	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	OLIVETE
34902017	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	PALO MARIA (POB.)
34902018	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	PESA
34902020	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	RIZAL (POB.)
34902021	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	SAMPALUCAN (POB.)
34902022	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	SAN ROQUE (POB.)
34902023	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	SANTOR
34902024	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	SINIPIT (POB.)
34902025	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	SISILANG NA LIGAYA (POB.)
34902026	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	SOCIAL (POB.)
34904001	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABIAO	BAGONG BUHAY
34904002	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABIAO	BAGONG SIKAT
34904003	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABIAO	BAGONG SILANG
34904004	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABIAO	CONCEPCION
34904005	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABIAO	ENTABLADO
34904006	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABIAO	MALIGAYA
34904010	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABIAO	PALASINAN
34904012	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABIAO	SAN ANTONIO
34904013	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABIAO	SAN FERNANDO NORTE
34904016	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABIAO	SAN JUAN NORTH (POB.)
34904017	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABIAO	SAN JUAN SOUTH (POB.)
34904020	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABIAO	SAN VICENTE
34904021	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABIAO	SANTA RITA
34904022	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABIAO	SINIPIT
34904023	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABIAO	POLILIO
34904024	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABIAO	SAN CARLOS
34904025	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABIAO	SANTA ISABEL
34904026	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABIAO	SANTA INES
34905001	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CARRANGLAN	R.A.PADILLA (BALUARTE)
34905002	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CARRANGLAN	BANTUG
34905004	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CARRANGLAN	BUNGA
34905005	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CARRANGLAN	BURGOS
34905007	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CARRANGLAN	CAPINTALAN
34905015	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CARRANGLAN	JOSON (DIGIDIG)
34905020	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CARRANGLAN	GENERAL LUNA
34905030	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CARRANGLAN	MINULI
34905041	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CARRANGLAN	PIUT
34905045	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CARRANGLAN	PUNCAN
34905046	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CARRANGLAN	PUTLAN
34905047	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CARRANGLAN	SALAZAR
34905048	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CARRANGLAN	SAN AGUSTIN
34905052	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CARRANGLAN	T. L. PADILLA POB. (BGY. I)
34905053	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CARRANGLAN	F. C. OTIC POB. (BGY. II)
34905054	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CARRANGLAN	D. L. MAGLANOC POB. (BGY.III)
34905055	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CARRANGLAN	G. S. ROSARIO POB. (BGY. IV)
34902027	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	TUGATUG
34902028	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	TULAY NA BATO (POB.)
34902029	REGION III (CENTRAL LUZON)	NUEVA ECIJA	BONGABON	VEGA
34903003	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	BAGONG SIKAT
34903005	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	BAGONG BUHAY
34903006	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	BAKERO
34903007	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	BAKOD BAYAN
34903008	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	BALITE
34903012	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	BARLIS
34903015	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	BERNARDO DISTRICT (POB.)
34903017	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	BONIFACIO DISTRICT (POB.)
34903018	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	BULIRAN
34903019	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	CAALIBANGBANGAN
34903020	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	CABU
34903024	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	CINCO-CINCO
34903026	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	CAUDILLO
34903027	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	COMMUNAL
34903028	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	CRUZ ROJA
34903030	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	DALAMPANG
34903037	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	IBABAO BANA
34903038	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	IMELDA DISTRICT
34903039	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	ISLA (POB.)
34903040	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	CALAWAGAN (KALAWAGAN)
34903041	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	KALIKID NORTE
34903042	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	KALIKID SUR
34903043	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	LAGARE
34903048	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	MACATBONG
34903052	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	MAYAPYAP NORTE
34903053	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	MAYAPYAP SUR
34907001	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GABALDON (BITULOK & SABANI)	BAGONG SIKAT
34907002	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GABALDON (BITULOK & SABANI)	BAGTING
34907003	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GABALDON (BITULOK & SABANI)	BANTUG
34907004	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GABALDON (BITULOK & SABANI)	BITULOK (NORTH POB.)
34907005	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GABALDON (BITULOK & SABANI)	BUGNAN
34907006	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GABALDON (BITULOK & SABANI)	CALABASA
34907007	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GABALDON (BITULOK & SABANI)	CAMACHILE
34907008	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GABALDON (BITULOK & SABANI)	CUYAPA
34907009	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GABALDON (BITULOK & SABANI)	LIGAYA
34907010	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GABALDON (BITULOK & SABANI)	MACASANDAL
34907011	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GABALDON (BITULOK & SABANI)	MALINAO
34907012	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GABALDON (BITULOK & SABANI)	PANTOC
34907013	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GABALDON (BITULOK & SABANI)	PINAMALISAN
34907014	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GABALDON (BITULOK & SABANI)	SOUTH POBLACION
34907015	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GABALDON (BITULOK & SABANI)	SAWMILL
34907016	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GABALDON (BITULOK & SABANI)	TAGUMPAY
34903055	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	OBRERO
34903057	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	PAGAS
34903058	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	PALAGAY
34903059	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	PAMALDAN
34903060	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	PANGATIAN
34903061	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	PATALAC
34903063	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	POLILIO
34903064	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	PULA
34903067	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	SAMON
34903071	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	SAN JOSEF NORTE
34903079	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	SUMACAB NORTE
34909002	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GENERAL MAMERTO NATIVIDAD	BALANGKARE NORTE
34909003	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GENERAL MAMERTO NATIVIDAD	BALANGKARE SUR
34909004	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GENERAL MAMERTO NATIVIDAD	BALARING
34909005	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GENERAL MAMERTO NATIVIDAD	BELEN
34909006	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GENERAL MAMERTO NATIVIDAD	BRAVO
34909007	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GENERAL MAMERTO NATIVIDAD	BUROL
34909009	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GENERAL MAMERTO NATIVIDAD	KABULIHAN
34909010	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GENERAL MAMERTO NATIVIDAD	MAG-ASAWANG SAMPALOC
34909011	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GENERAL MAMERTO NATIVIDAD	MANAROG
34909012	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GENERAL MAMERTO NATIVIDAD	MATAAS NA KAHOY
34909014	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GENERAL MAMERTO NATIVIDAD	PANACSAC
34909016	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GENERAL MAMERTO NATIVIDAD	PICALEON
34909017	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GENERAL MAMERTO NATIVIDAD	PINAHAN
34909018	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GENERAL MAMERTO NATIVIDAD	PLATERO
34909019	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GENERAL MAMERTO NATIVIDAD	POBLACION
34909020	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GENERAL MAMERTO NATIVIDAD	PULA
34909021	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GENERAL MAMERTO NATIVIDAD	PULONG SINGKAMAS
34909023	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GENERAL MAMERTO NATIVIDAD	SAPANG BATO
34909025	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GENERAL MAMERTO NATIVIDAD	TALABUTAB NORTE
34909026	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GENERAL MAMERTO NATIVIDAD	TALABUTAB SUR
34903083	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	VALLE CRUZ
34903084	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	VIJANDRE DISTRICT (POB.)
34903087	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	NABAO (POB.)
34903089	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	TALIPAPA
34903093	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	SAPANG
34903094	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CABANATUAN CITY	SUMACAB ESTE
34910018	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GENERAL TINIO (PAPAYA)	PALALE
34911001	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	AGCANO
34911002	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	AYOS LOMBOY
34911003	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	BACAYAO
34911004	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	BAGONG BARRIO
34911005	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	BALBALINO
34911006	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	BALINGOG EAST
34911007	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	BALINGOG WEST
34911008	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	BANITAN
34911011	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	BULAKID
34911014	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	CABALLERO
34911015	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	CABARUAN
34911016	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	CAINGIN TABING ILOG
34911017	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	CALEM
34911018	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	CAMILING
34911019	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	CARDINAL
34911020	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	CASONGSONG
34911021	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	CATIMON
34911022	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	CAVITE
34911023	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	CAWAYAN BUGTONG
34911024	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	CONSUELO
34911025	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	CULONG
34911026	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	ESCANO
34911027	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	FAIGAL
34911028	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	GALVAN
34911029	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	GUISET
34911030	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	LAMORITO
34911031	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	LENNEC
34911032	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	MACAMIAS
34911033	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	MACAPABELLAG
34911034	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	MACATCATUIT
34911035	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	MANACSAC
34911036	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	MANGGANG MARIKIT
34911039	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	MAYBUBON
34911041	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	NAGLABRAHAN
34911042	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	NAGPANDAYAN
34911043	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	NARVACAN I
34911044	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	NARVACAN II
34911045	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	PACAC
34911046	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	PARTIDA I
34911047	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	PARTIDA II
34911048	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	PASONG INCHIC
34911050	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	SAN AGUSTIN
34911051	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	SAN ANDRES
34911052	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	SAN BERNARDINO
34911053	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	SAN MARCELINO
34911054	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	SAN MIGUEL
34911055	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	SAN RAFAEL
34911057	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	SANTA ANA
34911058	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	SANTA CRUZ
34911059	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	SANTA LUCIA
34911062	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	SARANAY DISTRICT (POB.)
34911063	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	SINULATAN
34911064	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	SUBOL
34911066	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	TAMPAC II & III
34911068	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	TRIALA
34911069	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	YUSON
34911070	REGION III (CENTRAL LUZON)	NUEVA ECIJA	GUIMBA	BUNOL
34906001	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CUYAPO	BALOY
34906002	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CUYAPO	BAMBANABA
34906003	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CUYAPO	BANTUG
34906004	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CUYAPO	BENTIGAN
34906005	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CUYAPO	BIBICLAT
34906006	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CUYAPO	BONIFACIO
34906007	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CUYAPO	BUED
34906008	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CUYAPO	BULALA
34906009	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CUYAPO	BURGOS
34906010	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CUYAPO	CABILEO
34906011	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CUYAPO	CABATUAN
34906012	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CUYAPO	CACAPASAN
34906013	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CUYAPO	CALANCUASAN NORTE
34906014	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CUYAPO	CALANCUASAN SUR
34906015	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CUYAPO	COLOSBOA
34906016	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CUYAPO	COLUMBITIN
34906017	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CUYAPO	CURVA
34906018	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CUYAPO	DISTRICT I (POB. I)
34906019	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CUYAPO	DISTRICT II (POB. II)
34906021	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CUYAPO	DISTRICT IV (POB. IV)
34906022	REGION III (CENTRAL LUZON)	NUEVA ECIJA	CUYAPO	DISTRICT V (POB. V)
34913001	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LAUR	BARANGAY I (POB.)
34913002	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LAUR	BARANGAY II (POB.)
34913003	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LAUR	BARANGAY III (POB.)
34913004	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LAUR	BARANGAY IV (POB.)
34913005	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LAUR	BETANIA
34913006	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LAUR	CANANTONG
34913009	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LAUR	NAUZON
34913011	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LAUR	PANGARULONG
34913013	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LAUR	PINAGBAYANAN
34913016	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LAUR	SAGANA
34913017	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LAUR	SAN FERNANDO
34913018	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LAUR	SAN ISIDRO
34913019	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LAUR	SAN JOSEF
34913020	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LAUR	SAN JUAN
34913021	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LAUR	SAN VICENTE
34913022	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LAUR	SICLONG
34913023	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LAUR	SAN FELIPE
34914002	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LICAB	LINAO
34914003	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LICAB	POBLACION NORTE
34914004	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LICAB	POBLACION SUR
34914005	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LICAB	SAN CASIMIRO
34914006	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LICAB	SAN CRISTOBAL
34914007	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LICAB	SAN JOSE
34914008	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LICAB	SAN JUAN
34914009	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LICAB	SANTA MARIA
34914011	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LICAB	TABING ILOG
34914012	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LICAB	VILLAROSA
34914013	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LICAB	AQUINO
34915001	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LLANERA	A. BONIFACIO
34915002	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LLANERA	CARIDAD NORTE
34915003	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LLANERA	CARIDAD SUR
34915004	REGION III (CENTRAL LUZON)	NUEVA ECIJA	LLANERA	CASILE
